transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
709,2026-03-20,Game online,Hiburan,Pengeluaran,49476.0,Kartu Debit
710,2025-03-06,Paket data,Pulsa & Internet,Pengeluaran,159280.0,Tunai
711,2025-06-30,THR,Gaji,Pemasukan,5728476.0,Tunai
712,2025-11-09,Bayar kos,Tempat Tinggal,Pengeluaran,742460.0,E-Wallet
714,2025-06-21,Transfer,Pembayaran Langganan,Pengeluaran,77174.0,E-Wallet
715,2024-08-23,Lazada,Belanja Bulanan,Pengeluaran,538181.0,Tunai
716,2025-09-13,Pulsa,Pulsa & Internet,Pengeluaran,81516.0,Tunai
717,2026-02-07,Wifi rumah,Pulsa & Internet,Pengeluaran,95914.0,Tunai
718,2026-04-09,Game online,Hiburan,Pengeluaran,131463.0,Kartu Debit
719,2025-08-14,Marketplace,Tempat Tinggal,Pengeluaran,399054.0,Transfer Bank
720,2026-02-17,Kirim uang,Transfer Teman/Keluarga,Pengeluaran,196751.0,Transfer Bank
721,2024-09-03,Paket data,Pulsa & Internet,Pengeluaran,109583.0,E-Wallet
722,2025-02-19,Gaji bulanan,Gaji,Pemasukan,5627635.0,Kartu Debit
5007,2025-10-09,Kirim uang,Transfer Teman/Keluarga,Pemasukan,18408.0,Kartu Debit
724,2025-01-21,Shopee,Belanja Bulanan,Pengeluaran,110879.0,Kartu Debit
725,2026-03-03,Konser,Hiburan,Pengeluaran,358495.0,E-Wallet
726,2024-09-21,Paket data,Pulsa & Internet,Pengeluaran,110018.0,Kartu Debit
727,2025-09-26,Cloud storage,Pembayaran Langganan,Pengeluaran,44312.0,Transfer Bank
728,2025-06-09,Air,Tempat Tinggal,Pengeluaran,633740.0,Kartu Debit
729,2026-02-14,Transfer,Transfer Teman/Keluarga,Pengeluaran,224220.0,E-Wallet
730,2025-06-29,Pulsa,Pulsa & Internet,Pengeluaran,91700.0,Kartu Debit
731,2025-08-30,Bonus,Gaji,Pemasukan,10083460.0,Kartu Kredit
732,2024-07-10,Iuran lingkungan,Tempat Tinggal,Pengeluaran,1502965.0,Kartu Debit
733,2025-07-31,Tagihan internet,Pulsa & Internet,Pengeluaran,98794.0,Kartu Kredit
734,2026-03-15,Makan malam,Makanan & Minuman,Pengeluaran,38645.0,Transfer Bank
735,2024-12-29,Transfer,Transfer Teman/Keluarga,Pemasukan,289882.0,Transfer Bank
736,2025-09-27,Cloud storage,Pembayaran Langganan,Pengeluaran,226147.0,E-Wallet
737,2024-10-30,Transfer,Tempat Tinggal,Pengeluaran,683628.0,Transfer Bank
738,2024-11-03,THR,Gaji,Pemasukan,7198535.0,Tunai
739,2025-06-17,Patungan,Transfer Teman/Keluarga,Pengeluaran,247979.0,Transfer Bank
740,2024-08-28,Makan malam,Makanan & Minuman,Pengeluaran,57810.0,Kartu Debit
741,2025-01-08,Parkir,Transportasi,Pengeluaran,39548.0,Kartu Kredit
742,2026-01-14,Tagihan,Pulsa & Internet,Pengeluaran,59415.0,Kartu Kredit
743,2025-05-17,Bonus,Gaji,Pemasukan,6456084.0,E-Wallet
744,2026-02-05,Game online,Hiburan,Pengeluaran,120558.0,Kartu Kredit
745,2025-06-07,Transfer,Transfer Teman/Keluarga,Pemasukan,111308.0,Transfer Bank
746,2024-07-12,Cloud storage,Pembayaran Langganan,Pengeluaran,110923.0,E-Wallet
747,2025-06-05,Kirim uang,Transfer Teman/Keluarga,Pemasukan,339033.0,E-Wallet
748,2025-03-23,Gaji bulanan,Gaji,Pemasukan,4147689.0,Tunai
749,2026-04-27,Beli pakaian,Belanja Bulanan,Pengeluaran,285516.0,E-Wallet
750,2025-11-03,Trf,Transfer Teman/Keluarga,Pengeluaran,480587.0,Kartu Debit
751,2025-10-19,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,155992.0,Kartu Debit
752,2025-06-19,Transfer,Transfer Teman/Keluarga,Pemasukan,379359.0,Tunai
753,2025-02-21,Kirim uang,Transfer Teman/Keluarga,Pemasukan,392968.0,Kartu Debit
754,2026-05-15,Pembayaran digital,Pembayaran Langganan,Pengeluaran,150785.0,E-Wallet
755,2025-11-06,Subscription,Hiburan,Pengeluaran,81511.0,E-Wallet
756,2025-11-15,Patungan,Transfer Teman/Keluarga,Pengeluaran,314788.0,E-Wallet
757,2025-02-26,Tol,Transportasi,Pengeluaran,32442.0,Kartu Kredit
758,2026-04-15,Supermarket,Belanja Bulanan,Pengeluaran,154854.0,Kartu Debit
759,2025-12-23,Bensin,Transportasi,Pengeluaran,21479.0,E-Wallet
760,2025-09-04,Kirim uang,Transfer Teman/Keluarga,Pemasukan,167734.0,Tunai
761,2026-04-06,Kirim uang,Transfer Teman/Keluarga,Pemasukan,10000.0,Tunai
763,2024-10-31,Jajan,Makanan & Minuman,Pengeluaran,17848.0,Kartu Debit
764,2025-12-22,Peralatan rumah,Belanja Bulanan,Pengeluaran,111150.0,E-Wallet
765,2024-06-05,THR,Gaji,Pemasukan,9036657.0,Kartu Debit
766,2025-01-25,Pulsa,Pulsa & Internet,Pengeluaran,92246.0,Kartu Debit
767,2026-01-12,Service AC,Tempat Tinggal,Pengeluaran,1280684.0,Kartu Debit
768,2025-12-28,Bayar kos,Tempat Tinggal,Pengeluaran,919344.0,Tunai
769,2025-09-07,Kirim uang,Transfer Teman/Keluarga,Pemasukan,10000.0,Kartu Kredit
770,2024-09-18,Grab,Transportasi,Pengeluaran,28731.0,E-Wallet
771,2025-10-12,Subscription,Pembayaran Langganan,Pengeluaran,170602.0,E-Wallet
772,2024-10-15,Restoran,Makanan & Minuman,Pengeluaran,61188.0,Kartu Kredit
773,2025-01-31,Spotify,Hiburan,Pengeluaran,58855.0,Kartu Kredit
774,2025-12-26,KRL,Transportasi,Pengeluaran,46496.0,E-Wallet
775,2026-02-17,Patungan,Transfer Teman/Keluarga,Pengeluaran,126637.0,Tunai
776,2025-08-22,Cloud storage,Pembayaran Langganan,Pengeluaran,187261.0,Tunai
777,2026-01-21,Beli pakaian,Belanja Bulanan,Pengeluaran,92051.0,E-Wallet
778,2026-03-13,Supermarket,Belanja Bulanan,Pengeluaran,175886.0,Kartu Debit
779,2025-03-10,GoFood,Makanan & Minuman,Pengeluaran,36837.0,Kartu Debit
780,2025-08-03,Patungan,Transfer Teman/Keluarga,Pengeluaran,204441.0,E-Wallet
781,2024-07-31,Supermarket,Belanja Bulanan,Pengeluaran,185587.0,Kartu Debit
782,2025-05-23,Patungan,Transfer Teman/Keluarga,Pemasukan,279038.0,Kartu Debit
783,2024-08-30,Tagihan,Gaji,Pemasukan,6712289.0,Kartu Kredit
784,2026-03-08,Minimarket,Belanja Bulanan,Pengeluaran,121615.0,E-Wallet
785,2025-05-08,Bensin,Transportasi,Pengeluaran,48741.0,E-Wallet
786,2025-08-29,THR,Gaji,Pemasukan,7488904.0,E-Wallet
787,2025-02-03,Makanan & Minuman,Makanan & Minuman,Pengeluaran,54066.0,Lainnya
788,2024-08-27,Subscription,Pembayaran Langganan,Pengeluaran,102919.0,Kartu Debit
789,2026-04-24,Bonus,Gaji,Pemasukan,4233984.0,Kartu Kredit
790,2025-04-23,Parkir,Transportasi,Pengeluaran,25328.0,Kartu Debit
791,2025-01-25,Mkn siang,Makanan & Minuman,Pengeluaran,47261.0,E-Wallet
792,2025-10-30,Patungan,Transfer Teman/Keluarga,Pemasukan,467870.0,Kartu Debit
793,2026-04-22,Bioskop,Hiburan,Pengeluaran,204306.0,Kartu Debit
794,2026-02-18,Game online,Hiburan,Pengeluaran,93616.0,E-Wallet
795,2025-03-10,Kirim uang,Transfer Teman/Keluarga,Pengeluaran,306461.0,E-Wallet
796,2026-03-31,Liburan,Hiburan,Pengeluaran,52499.0,E-Wallet
797,2024-08-10,KRL,Transportasi,Pengeluaran,11300.0,Kartu Debit
798,2024-09-09,Tol,Transportasi,Pengeluaran,39512.0,Tunai
799,2025-02-15,Ngopi,Makanan & Minuman,Pengeluaran,64816.0,Tunai
800,2025-01-10,Minimarket,Belanja Bulanan,Pengeluaran,90883.0,Kartu Debit
801,2026-02-13,Tagihan,Transportasi,Pengeluaran,20829.0,Kartu Debit
802,2025-10-19,Game online,Hiburan,Pengeluaran,49215.0,Kartu Kredit
803,2025-12-04,Beli pakaian,Belanja Bulanan,Pengeluaran,212996.0,Kartu Kredit
804,2025-06-19,Pembayaran digital,Hiburan,Pengeluaran,95877.0,Kartu Debit
805,2025-06-14,Listrik,Tempat Tinggal,Pengeluaran,682971.0,Transfer Bank
806,2025-08-26,Subscription,Pembayaran Langganan,Pengeluaran,212854.0,Tunai
807,2025-04-12,Makan malam,Makanan & Minuman,Pengeluaran,45246.0,Kartu Debit
808,2025-05-30,Air,Tempat Tinggal,Pengeluaran,3118029.0,Kartu Debit
809,2024-08-29,Wifi rumah,Pulsa & Internet,Pengeluaran,13537.0,Kartu Debit
810,2025-05-19,Cloud storage,Pembayaran Langganan,Pengeluaran,135334.0,Kartu Debit
811,2025-04-02,MRT,Transportasi,Pengeluaran,98212.0,Kartu Debit
812,2026-03-12,Game online,Hiburan,Pengeluaran,158558.0,Tunai
813,2025-05-11,Tagihan internet,Pulsa & Internet,Pengeluaran,95869.0,E-Wallet
814,2025-04-30,Cafe,Makanan & Minuman,Pengeluaran,17136.0,Tunai
815,2026-05-23,THR,Gaji,Pemasukan,6516709.0,Transfer Bank
816,2026-03-21,Iuran lingkungan,Tempat Tinggal,Pengeluaran,907675.0,Kartu Debit
817,2025-09-14,Netflix,Hiburan,Pengeluaran,75914.0,E-Wallet
818,2025-06-28,Minimarket,Belanja Bulanan,Pengeluaran,138849.0,Kartu Kredit
819,2024-11-15,Beli pakaian,Belanja Bulanan,Pengeluaran,208795.0,Kartu Debit
820,2025-10-06,Paket data,Pulsa & Internet,Pengeluaran,145605.0,Kartu Debit
821,2024-05-28,Paket data,Pulsa & Internet,Pengeluaran,90639.0,Kartu Kredit
822,2024-06-28,Gaji bulanan,Gaji,Pemasukan,6873086.0,E-Wallet
823,2025-11-04,Cafe,Makanan & Minuman,Pengeluaran,72550.0,Tunai
824,2024-12-25,Patungan,Transfer Teman/Keluarga,Pemasukan,348318.0,Kartu Kredit
825,2025-02-12,Gym membership,Pembayaran Langganan,Pengeluaran,241416.0,Tunai
826,2024-12-26,Membership,Pembayaran Langganan,Pengeluaran,178382.0,E-Wallet
827,2024-08-08,Minimarket,Belanja Bulanan,Pengeluaran,53855.0,Tunai
828,2025-10-30,Makan siang,Makanan & Minuman,Pengeluaran,69503.0,Kartu Debit
829,2026-02-18,Spotify,Hiburan,Pengeluaran,73095.0,Transfer Bank
830,2025-06-26,Air,Tempat Tinggal,Pengeluaran,997138.0,Transfer Bank
831,2025-10-03,Bayar teman,Transfer Teman/Keluarga,Pemasukan,10281.0,Kartu Debit
832,2025-05-22,Supermarket,Belanja Bulanan,Pengeluaran,205065.0,Tunai
833,2026-01-30,Wifi rumah,Pulsa & Internet,Pengeluaran,117035.0,E-Wallet
834,2024-12-21,Belanja Bulanan,Belanja Bulanan,Pengeluaran,164320.0,Kartu Kredit
835,2026-04-09,Service AC,Tempat Tinggal,Pengeluaran,1029939.0,E-Wallet
836,2025-11-10,Cloud storage,Pembayaran Langganan,Pengeluaran,42403.0,Kartu Kredit
837,2025-04-28,Transfer,Transfer Teman/Keluarga,Pengeluaran,203041.0,Tunai
838,2025-01-20,Transfer,Hiburan,Pengeluaran,98666.0,Transfer Bank
839,2025-02-25,Paket data,Pulsa & Internet,Pengeluaran,49983.0,Kartu Debit
840,2026-02-09,Patungan,Transfer Teman/Keluarga,Pengeluaran,340677.0,E-Wallet
841,2025-12-31,Peralatan rumah,Belanja Bulanan,Pengeluaran,156925.0,Kartu Kredit
842,2025-05-26,Marketplace,Pembayaran Langganan,Pengeluaran,116032.0,Tunai
843,2026-01-02,Game online,Hiburan,Pengeluaran,166197.0,Transfer Bank
844,2024-10-04,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,222816.0,E-Wallet
845,2024-09-24,Tokopedia,Belanja Bulanan,Pengeluaran,330976.0,Transfer Bank
846,2024-07-25,Transfer,Transfer Teman/Keluarga,Pemasukan,229795.0,Kartu Kredit
847,2026-05-06,Tagihan,Pulsa & Internet,Pengeluaran,147305.0,Kartu Kredit
848,2026-03-22,Parkir,Transportasi,Pengeluaran,43648.0,Kartu Debit
849,2025-08-22,Subscription,Pembayaran Langganan,Pengeluaran,28423.0,Tunai
850,2025-07-12,Tokopedia,Belanja Bulanan,Pengeluaran,141744.0,Kartu Debit
851,2024-12-03,Patungan,Transfer Teman/Keluarga,Pemasukan,18962.0,Kartu Kredit
852,2025-02-02,Kirim uang,Transfer Teman/Keluarga,Pengeluaran,547507.0,E-Wallet
853,2026-03-14,Patungan,Transfer Teman/Keluarga,Pengeluaran,366891.0,Transfer Bank
854,2024-07-29,Patungan,Transfer Teman/Keluarga,Pemasukan,206413.0,Kartu Debit
855,2025-05-17,Service AC,Tempat Tinggal,Pengeluaran,999395.0,Kartu Debit
856,2026-02-14,Lazada,Belanja Bulanan,Pengeluaran,28689.0,Kartu Debit
857,2025-02-15,Patungan,Transfer Teman/Keluarga,Pengeluaran,195065.0,Tunai
858,2025-04-10,Pulsa,Pulsa & Internet,Pengeluaran,117755.0,Transfer Bank
859,2026-05-05,Membership,Pembayaran Langganan,Pengeluaran,195937.0,E-Wallet
860,2025-05-10,Gym membership,Pembayaran Langganan,Pengeluaran,97872.0,E-Wallet
861,2025-02-18,Bioskop,Hiburan,Pengeluaran,50689.0,Transfer Bank
862,2024-07-07,Pulsa,Pulsa & Internet,Pengeluaran,240383.0,Kartu Debit
863,2025-10-18,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,353535.0,Tunai
864,2025-10-06,Gaji bulanan,Gaji,Pemasukan,4453305.0,Kartu Debit
865,2026-02-27,Bioskop,Hiburan,Pengeluaran,28331.0,Tunai
866,2024-11-24,Cafe,Makanan & Minuman,Pengeluaran,35019.0,Transfer Bank
867,2026-03-24,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,432606.0,E-Wallet
868,2025-12-10,Shopee,Belanja Bulanan,Pengeluaran,198932.0,Kartu Debit
869,2026-04-05,Tokopedia,Belanja Bulanan,Pengeluaran,250646.0,Kartu Debit
870,2026-04-27,Mkn malam,Makanan & Minuman,Pengeluaran,20101.0,Transfer Bank
871,2025-12-06,Kirim uang,Transfer Teman/Keluarga,Pengeluaran,468959.0,E-Wallet
872,2024-08-07,Grab,Transportasi,Pengeluaran,10000.0,E-Wallet
873,2025-05-05,Bioskop,Hiburan,Pengeluaran,132306.0,Lainnya
874,2024-08-15,Parkir,Transportasi,Pengeluaran,63149.0,E-Wallet
875,2025-11-18,Jajan,Makanan & Minuman,Pengeluaran,172834.0,Tunai
876,2024-07-07,Ngopi,Makanan & Minuman,Pengeluaran,66067.0,Kartu Kredit
877,2025-10-19,Pulsa,Pulsa & Internet,Pengeluaran,143277.0,Kartu Kredit
878,2024-12-31,Bonus,Gaji,Pemasukan,7296425.0,E-Wallet
879,2024-08-29,Pembayaran digital,Tempat Tinggal,Pengeluaran,744341.0,E-Wallet
880,2025-03-10,Minimarket,Belanja Bulanan,Pengeluaran,228273.0,Kartu Debit
881,2026-04-27,Service AC,Tempat Tinggal,Pengeluaran,1114551.0,Kartu Kredit
882,2024-10-20,Bonus,Gaji,Pemasukan,7250048.0,Kartu Kredit
883,2025-04-07,Liburan,Hiburan,Pengeluaran,135662.0,E-Wallet
884,2024-08-24,Air,Tempat Tinggal,Pengeluaran,716316.0,Tunai
885,2026-02-01,Shopee,Belanja Bulanan,Pengeluaran,157921.0,Kartu Debit
886,2024-10-24,Tagihan,Tempat Tinggal,Pengeluaran,2070251.0,E-Wallet
887,2024-07-26,Iuran lingkungan,Tempat Tinggal,Pengeluaran,8133891.0,Transfer Bank
888,2025-08-05,Gym membership,Pembayaran Langganan,Pengeluaran,51405.0,E-Wallet
889,2026-03-20,Bioskop,Hiburan,Pengeluaran,56952.0,Transfer Bank
890,2025-02-13,Ngopi,Makanan & Minuman,Pengeluaran,30709.0,Kartu Debit
891,2025-09-16,Minimarket,Makanan & Minuman,Pengeluaran,57531.0,E-Wallet
892,2025-11-17,Netflix,Hiburan,Pengeluaran,248878.0,E-Wallet
893,2026-03-21,Wifi rumah,Pulsa & Internet,Pengeluaran,102789.0,Kartu Debit
894,2025-06-16,GrabFood,Makanan & Minuman,Pengeluaran,37204.0,Kartu Debit
895,2025-07-26,Bayar kos,Tempat Tinggal,Pengeluaran,658477.0,Kartu Debit
896,2026-01-19,Netflix,Hiburan,Pengeluaran,65851.0,E-Wallet
897,2025-05-10,Gym membership,Pembayaran Langganan,Pengeluaran,228800.0,Kartu Debit
898,2025-10-19,Supermarket,Belanja Bulanan,Pengeluaran,133398.0,Kartu Debit
899,2024-06-08,Patungan,Transfer Teman/Keluarga,Pemasukan,592061.0,E-Wallet
900,2025-06-29,Subscription,Pembayaran Langganan,Pengeluaran,188797.0,Kartu Debit
901,2025-01-23,Air,Tempat Tinggal,Pengeluaran,776433.0,Kartu Debit
902,2025-02-14,Membership,Pembayaran Langganan,Pengeluaran,88317.0,Transfer Bank
903,2024-08-21,Wifi rumah,Pulsa & Internet,Pengeluaran,65362.0,Transfer Bank
904,2024-11-22,Patungan,Transfer Teman/Keluarga,Pengeluaran,205237.0,Kartu Debit
905,2025-03-15,Restoran,Makanan & Minuman,Pengeluaran,227153.0,Kartu Debit
906,2025-10-07,Marketplace,Pulsa & Internet,Pengeluaran,168060.0,Kartu Debit
907,2025-01-29,Marketplace,Pembayaran Langganan,Pengeluaran,169691.0,Kartu Debit
908,2026-03-12,Paket data,Pulsa & Internet,Pengeluaran,94878.0,Transfer Bank
909,2025-12-31,Pulsa,Pulsa & Internet,Pengeluaran,96664.0,Tunai
910,2026-04-11,Grabb,Transportasi,Pengeluaran,28771.0,E-Wallet
911,2024-10-12,Cloud storage,Pembayaran Langganan,Pengeluaran,168683.0,E-Wallet
912,2024-06-27,Membership,Pembayaran Langganan,Pengeluaran,51104.0,Kartu Debit
913,2025-07-18,Transfer,Makanan & Minuman,Pengeluaran,70353.0,Transfer Bank
914,2025-12-30,Iuran lingkungan,Tempat Tinggal,Pengeluaran,917873.0,Kartu Debit
915,2024-08-08,Patungan,Transfer Teman/Keluarga,Pengeluaran,310074.0,Kartu Debit
916,2025-01-28,Gym membership,Pembayaran Langganan,Pengeluaran,140435.0,E-Wallet
917,2025-06-27,Restoran,Makanan & Minuman,Pengeluaran,84355.0,Kartu Kredit
918,2024-09-09,Peralatan rumah,Belanja Bulanan,Pengeluaran,159254.0,Kartu Kredit
919,2024-07-27,THR,Gaji,Pemasukan,6028016.0,Kartu Debit
920,2024-06-26,Parkir,Transportasi,Pengeluaran,19072.0,Tunai
921,2024-10-07,Bensin,Transportasi,Pengeluaran,11719.0,Transfer Bank
922,2024-07-18,Air,Tempat Tinggal,Pengeluaran,814768.0,Kartu Debit
923,2025-03-24,Tempat Tinggal,Tempat Tinggal,Pengeluaran,1287395.0,E-Wallet
924,2025-03-20,Transfer,Transfer Teman/Keluarga,Pengeluaran,457218.0,E-Wallet
925,2025-10-04,Peralatan rumah,Belanja Bulanan,Pengeluaran,181262.0,E-Wallet
926,2025-06-17,Paket data,Pulsa & Internet,Pengeluaran,192982.0,Kartu Debit
927,2025-02-07,Parkir,Transportasi,Pengeluaran,11124.0,Kartu Kredit
928,2024-07-13,Paket data,Pulsa & Internet,Pengeluaran,66727.0,E-Wallet
929,2025-05-28,Beli pakaian,Belanja Bulanan,Pengeluaran,199573.0,E-Wallet
930,2024-09-08,Bonus,Gaji,Pemasukan,6862025.0,Kartu Kredit
931,2024-12-19,Netflix,Hiburan,Pengeluaran,488164.0,E-Wallet
932,2025-02-06,Tagihan,Tempat Tinggal,Pengeluaran,792038.0,Tunai
933,2026-02-02,Parkir,Transportasi,Pengeluaran,19636.0,Kartu Debit
934,2024-12-23,Marketplace,Transfer Teman/Keluarga,Pengeluaran,364970.0,Transfer Bank
935,2026-05-17,Shopee,Belanja Bulanan,Pengeluaran,145011.0,E-Wallet
936,2026-03-10,Tagihan internet,Pulsa & Internet,Pengeluaran,158130.0,E-Wallet
937,2025-11-17,Restoran,Makanan & Minuman,Pengeluaran,89850.0,Transfer Bank
938,2026-01-11,Tagihan,Pembayaran Langganan,Pengeluaran,74000.0,E-Wallet
939,2025-03-03,Wifi rumah,Pulsa & Internet,Pengeluaran,84514.0,Kartu Debit
940,2025-12-04,Service AC,Tempat Tinggal,Pengeluaran,948564.0,Tunai
941,2025-07-28,Paket data,Pulsa & Internet,Pengeluaran,80275.0,E-Wallet
942,2025-02-05,Minimarket,Belanja Bulanan,Pengeluaran,480030.0,Kartu Debit
943,2025-01-24,Transfer,Belanja Bulanan,Pengeluaran,241635.0,E-Wallet
944,2024-12-15,Marketplace,Belanja Bulanan,Pengeluaran,192918.0,Tunai
945,2024-09-09,Subscription,Pembayaran Langganan,Pengeluaran,54890.0,Kartu Kredit
946,2024-11-24,Spotfy,Hiburan,Pengeluaran,55393.0,Kartu Debit
947,2024-09-17,Liburan,Hiburan,Pengeluaran,138317.0,Kartu Debit
948,2025-06-05,Tagihan,Gaji,Pemasukan,6937811.0,Transfer Bank
949,2026-01-21,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,262883.0,Transfer Bank
950,2024-09-04,Gaji bulanan,Gaji,Pemasukan,4724559.0,Tunai
951,2025-07-25,Konser,Hiburan,Pengeluaran,111596.0,Kartu Debit
952,2025-07-26,Gaji bulanan,Gaji,Pemasukan,13459357.0,E-Wallet
953,2025-07-22,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,313014.0,Kartu Debit
954,2025-07-30,Minimarket,Makanan & Minuman,Pengeluaran,62137.0,Kartu Debit
955,2025-10-22,Restoran,Makanan & Minuman,Pengeluaran,121722.0,Kartu Debit
956,2026-05-03,Wifi rumah,Pulsa & Internet,Pengeluaran,63252.0,Kartu Debit
957,2024-07-22,Jajan,Makanan & Minuman,Pengeluaran,69516.0,Kartu Kredit
958,2025-03-21,Konser,Hiburan,Pengeluaran,187759.0,Tunai
959,2025-02-19,Minimarket,Belanja Bulanan,Pengeluaran,114143.0,Tunai
960,2024-10-12,Tol,Transportasi,Pengeluaran,10000.0,E-Wallet
961,2024-11-02,Minimarket,Belanja Bulanan,Pengeluaran,151290.0,Kartu Debit
962,2024-07-19,Marketplace,Pulsa & Internet,Pengeluaran,76282.0,Transfer Bank
963,2025-01-03,Beli pakaian,Belanja Bulanan,Pengeluaran,34087.0,Kartu Debit
964,2025-05-01,Bayar kos,Tempat Tinggal,Pengeluaran,1203208.0,Lainnya
965,2024-10-01,Minimarket,Belanja Bulanan,Pengeluaran,162791.0,Kartu Debit
966,2026-04-22,Kirim uang,Transfer Teman/Keluarga,Pemasukan,55424.0,Lainnya
967,2025-09-30,Minimarket,Makanan & Minuman,Pengeluaran,55036.0,Tunai
968,2024-06-23,Game online,Hiburan,Pengeluaran,51957.0,Tunai
969,2026-05-03,Tagihan,Makanan & Minuman,Pengeluaran,40542.0,Transfer Bank
970,2024-11-10,Cafe,Makanan & Minuman,Pengeluaran,24311.0,Kartu Kredit
971,2026-02-09,Transfer,Pembayaran Langganan,Pengeluaran,117257.0,Kartu Kredit
972,2025-07-16,Pulsa,Pulsa & Internet,Pengeluaran,69400.0,E-Wallet
973,2024-08-19,Marketplace,Belanja Bulanan,Pengeluaran,184633.0,E-Wallet
974,2024-06-25,Tokopedia,Belanja Bulanan,Pengeluaran,173860.0,Kartu Kredit
975,2025-01-02,Minimarket,Belanja Bulanan,Pengeluaran,183209.0,Kartu Debit
976,2025-08-26,Bayar teman,Transfer Teman/Keluarga,Pemasukan,464523.0,Transfer Bank
977,2024-07-09,Parkir,Transportasi,Pengeluaran,21593.0,Transfer Bank
978,2025-07-05,Iuran lingkungan,Tempat Tinggal,Pengeluaran,675451.0,Tunai
979,2024-11-16,Gaji bulanan,Gaji,Pemasukan,7178744.0,Transfer Bank
980,2024-09-06,Gojek,Transportasi,Pengeluaran,10000.0,Tunai
981,2025-01-31,Konser,Hiburan,Pengeluaran,80310.0,Transfer Bank
982,2024-10-20,Listrik,Tempat Tinggal,Pengeluaran,1186544.0,Kartu Debit
983,2025-09-23,Patungan,Transfer Teman/Keluarga,Pengeluaran,61855.0,Tunai
984,2025-02-11,Transfer,Hiburan,Pengeluaran,35255.0,Kartu Kredit
985,2024-09-09,Wifi rumah,Pulsa & Internet,Pengeluaran,101914.0,Tunai
986,2024-08-04,Pulsa,Pulsa & Internet,Pengeluaran,138720.0,Lainnya
987,2025-04-20,Parkir,Transportasi,Pengeluaran,30569.0,E-Wallet
988,2024-09-15,KRL,Transportasi,Pengeluaran,67235.0,E-Wallet
989,2024-08-19,Ngopi,Makanan & Minuman,Pengeluaran,51408.0,E-Wallet
990,2025-10-19,Patungan,Transfer Teman/Keluarga,Pengeluaran,258593.0,E-Wallet
991,2025-02-13,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,272630.0,E-Wallet
992,2026-01-04,THR,Gaji,Pemasukan,12865386.0,E-Wallet
993,2025-12-09,Jajan,Makanan & Minuman,Pengeluaran,65682.0,Kartu Kredit
994,2025-11-16,Bayar kos,Tempat Tinggal,Pengeluaran,1748177.0,Lainnya
995,2026-04-15,Supermarket,Belanja Bulanan,Pengeluaran,127359.0,Kartu Debit
996,2025-04-28,Game online,Hiburan,Pengeluaran,189712.0,Kartu Debit
997,2025-07-29,Gojek,Transportasi,Pengeluaran,45355.0,Kartu Debit
998,2024-07-28,Spotify,Pembayaran Langganan,Pengeluaran,88457.0,E-Wallet
999,2024-06-28,Jajan,Makanan & Minuman,Pengeluaran,138441.0,E-Wallet
1000,2025-04-10,Belanja Bulanan,Belanja Bulanan,Pengeluaran,272471.0,E-Wallet
1001,2025-04-23,Bioskop,Hiburan,Pengeluaran,111333.0,Kartu Debit
1002,2025-02-09,Tokopedia,Belanja Bulanan,Pengeluaran,333615.0,Kartu Debit
1003,2024-09-22,Bensin,Transportasi,Pengeluaran,35085.0,E-Wallet
1004,2025-11-19,Parkir,Transportasi,Pengeluaran,10000.0,E-Wallet
1005,2025-03-28,Netflix,Hiburan,Pengeluaran,118457.0,Kartu Debit
1006,2024-06-12,Listrik,Tempat Tinggal,Pengeluaran,715289.0,Tunai
1007,2026-03-11,Transfer,Transfer Teman/Keluarga,Pengeluaran,441057.0,Tunai
1008,2024-05-27,Tol,Transportasi,Pengeluaran,10000.0,Transfer Bank
1009,2026-03-16,Transfer Teman/Keluarga,Transfer Teman/Keluarga,Pemasukan,182951.0,Transfer Bank
1010,2024-12-28,Transfer,Transfer Teman/Keluarga,Pengeluaran,206161.0,E-Wallet
1011,2025-09-30,Tagihan,Transportasi,Pengeluaran,13652.0,Transfer Bank
1012,2025-03-11,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,612180.0,E-Wallet
1013,2025-02-23,MRT,Transportasi,Pengeluaran,13059.0,Kartu Debit
1014,2025-08-15,Trf,Transfer Teman/Keluarga,Pengeluaran,213387.0,Kartu Kredit
1015,2024-10-15,Patungan,Transfer Teman/Keluarga,Pengeluaran,125126.0,Tunai
1016,2024-06-07,Bioskop,Hiburan,Pengeluaran,160222.0,E-Wallet
1017,2024-07-08,Service AC,Tempat Tinggal,Pengeluaran,1093988.0,E-Wallet
1018,2026-05-19,Bonus,Gaji,Pemasukan,2229070.0,Kartu Kredit
1019,2025-12-21,Parkir,Transportasi,Pengeluaran,77276.0,Kartu Debit
1020,2025-12-20,Patungan,Transfer Teman/Keluarga,Pengeluaran,176178.0,Transfer Bank
1021,2025-06-20,Bonus,Gaji,Pemasukan,6794119.0,Kartu Debit
